,comment,currency,amount,text_length,text_wordcount,tokenized_comment,token_lem,token_pstem,cleaned_lem,cleaned_pstem,cluster,x0,x1,cluster1,x0_1,x1_1
125,and prayers for your complete recovery...,SGD,5000,41.0,6.0,"['and', 'prayers', 'for', 'your', 'complete', 'recovery']","['and', 'prayer', 'for', 'your', 'complete', 'recovery']","['and', 'prayer', 'for', 'your', 'complet', 'recoveri']",and prayer for your complete recovery,and prayer for your complet recoveri,3,-0.06927636097415,0.29636981585085076,0,-0.16978276346740181,0.29300990549507555
127,There is nothing so beautiful as a happy child.,SGD,20000,47.0,9.0,"['there', 'is', 'nothing', 'so', 'beautiful', 'as', 'a', 'happy', 'child']","['there', 'is', 'nothing', 'so', 'beautiful', 'a', 'a', 'happy', 'child']","['there', 'is', 'noth', 'so', 'beauti', 'as', 'a', 'happi', 'child']",there is nothing so beautiful a a happy child,there is noth so beauti as a happi child,0,-0.055320128788649614,-0.024510883615714543,0,-0.12610051536425773,-0.14332720716523947
128,Hope he can recover and reunite with his family soon.,SGD,2000,53.0,10.0,"['hope', 'he', 'can', 'recover', 'and', 'reunite', 'with', 'his', 'family', 'soon']","['hope', 'he', 'can', 'recover', 'and', 'reunite', 'with', 'his', 'family', 'soon']","['hope', 'he', 'can', 'recov', 'and', 'reunit', 'with', 'hi', 'famili', 'soon']",hope he can recover and reunite with his family soon,hope he can recov and reunit with hi famili soon,0,-0.09920986241287304,0.09852656615966812,0,-0.18411764958022067,0.08060239430137134
130,Hopefully my donation will be a witness in the day of judgement of what i do with the little money i had today. Hopefully it will be a reason for me to enter Paradise.,SGD,10000,167.0,34.0,"['hopefully', 'my', 'donation', 'will', 'be', 'a', 'witness', 'in', 'the', 'day', 'of', 'judgement', 'of', 'what', 'i', 'do', 'with', 'the', 'little', 'money', 'i', 'had', 'today', 'hopefully', 'it', 'will', 'be', 'a', 'reason', 'for', 'me', 'to', 'enter', 'paradise']","['hopefully', 'my', 'donation', 'will', 'be', 'a', 'witness', 'in', 'the', 'day', 'of', 'judgement', 'of', 'what', 'i', 'do', 'with', 'the', 'little', 'money', 'i', 'had', 'today', 'hopefully', 'it', 'will', 'be', 'a', 'reason', 'for', 'me', 'to', 'enter', 'paradise']","['hope', 'my', 'donat', 'will', 'be', 'a', 'wit', 'in', 'the', 'day', 'of', 'judgement', 'of', 'what', 'i', 'do', 'with', 'the', 'littl', 'money', 'i', 'had', 'today', 'hope', 'it', 'will', 'be', 'a', 'reason', 'for', 'me', 'to', 'enter', 'paradis']",hopefully my donation will be a witness in the day of judgement of what i do with the little money i had today hopefully it will be a reason for me to enter paradise,hope my donat will be a wit in the day of judgement of what i do with the littl money i had today hope it will be a reason for me to enter paradis,0,-0.06140429974732724,-0.024768064789409062,0,-0.1258444180900165,-0.13715927393957156
132,Sharing is caring.,SGD,5000,18.0,3.0,"['sharing', 'is', 'caring']","['sharing', 'is', 'caring']","['share', 'is', 'care']",sharing is caring,share is care,0,-0.05266445134746854,-0.028053480579764648,0,-0.1226441199897515,-0.22323370905127857
133,"I believe in miracles, Insyaallah Syafakallah baby Niyaz❤️",SGD,1000,58.0,8.0,"['i', 'believe', 'in', 'miracles', 'insyaallah', 'syafakallah', 'baby', 'niyaz']","['i', 'believe', 'in', 'miracle', 'insyaallah', 'syafakallah', 'baby', 'niyaz']","['i', 'believ', 'in', 'miracl', 'insyaallah', 'syafakallah', 'babi', 'niyaz']",i believe in miracle insyaallah syafakallah baby niyaz,i believ in miracl insyaallah syafakallah babi niyaz,0,-0.050492388486108264,-0.0371136571936017,0,-0.11621109589524867,-0.18621896407689564
134,Giving a chance to who value a family.,SGD,5000,38.0,8.0,"['giving', 'a', 'chance', 'to', 'who', 'value', 'a', 'family']","['giving', 'a', 'chance', 'to', 'who', 'value', 'a', 'family']","['give', 'a', 'chanc', 'to', 'who', 'valu', 'a', 'famili']",giving a chance to who value a family,give a chanc to who valu a famili,0,-0.08373037687523091,-0.05496224649560323,0,-0.21971681656222433,-0.018316252637805654
135,nothing,SGD,10000,7.0,1.0,['nothing'],['nothing'],['noth'],nothing,noth,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
136,"""Kindness is spreading SUNSHINE into people's lives regardless of the weather""",SGD,5000,78.0,11.0,"['kindness', 'is', 'spreading', 'sunshine', 'into', 'people', 's', 'lives', 'regardless', 'of', 'the', 'weather']","['kindness', 'is', 'spreading', 'sunshine', 'into', 'people', 's', 'life', 'regardless', 'of', 'the', 'weather']","['kind', 'is', 'spread', 'sunshin', 'into', 'peopl', 's', 'live', 'regardless', 'of', 'the', 'weather']",kindness is spreading sunshine into people s life regardless of the weather,kind is spread sunshin into peopl s live regardless of the weather,2,-0.08471480880054247,-0.11408408905454154,0,-0.1939130289615039,-0.30381644232519667
137,I donated because I am also a cancer patient.,MYR,10000,45.0,9.0,"['i', 'donated', 'because', 'i', 'am', 'also', 'a', 'cancer', 'patient']","['i', 'donated', 'because', 'i', 'am', 'also', 'a', 'cancer', 'patient']","['i', 'donat', 'becaus', 'i', 'am', 'also', 'a', 'cancer', 'patient']",i donated because i am also a cancer patient,i donat becaus i am also a cancer patient,0,-0.048801811210845585,-0.01495599474319889,0,-0.10892541218335253,-0.19565455834964454
138,For the family,SGD,1000,14.0,3.0,"['for', 'the', 'family']","['for', 'the', 'family']","['for', 'the', 'famili']",for the family,for the famili,0,-0.09143361436132053,-0.021058871011158525,0,-0.18756574545246008,0.020191391756279875
139,I feel for you....,SGD,5000,18.0,4.0,"['i', 'feel', 'for', 'you']","['i', 'feel', 'for', 'you']","['i', 'feel', 'for', 'you']",i feel for you,i feel for you,0,-0.04519035918185395,-0.020059135517109247,0,-0.11379546188457201,-0.2199130448284632
140,Donated coz I want to believe that there is still humanity and compassion to each and everyone of us and we should help one another in whatever way we can...the world will be a much better place.,SGD,50000,195.0,37.0,"['donated', 'coz', 'i', 'want', 'to', 'believe', 'that', 'there', 'is', 'still', 'humanity', 'and', 'compassion', 'to', 'each', 'and', 'everyone', 'of', 'us', 'and', 'we', 'should', 'help', 'one', 'another', 'in', 'whatever', 'way', 'we', 'can', 'the', 'world', 'will', 'be', 'a', 'much', 'better', 'place']","['donated', 'coz', 'i', 'want', 'to', 'believe', 'that', 'there', 'is', 'still', 'humanity', 'and', 'compassion', 'to', 'each', 'and', 'everyone', 'of', 'u', 'and', 'we', 'should', 'help', 'one', 'another', 'in', 'whatever', 'way', 'we', 'can', 'the', 'world', 'will', 'be', 'a', 'much', 'better', 'place']","['donat', 'coz', 'i', 'want', 'to', 'believ', 'that', 'there', 'is', 'still', 'human', 'and', 'compass', 'to', 'each', 'and', 'everyon', 'of', 'us', 'and', 'we', 'should', 'help', 'one', 'anoth', 'in', 'whatev', 'way', 'we', 'can', 'the', 'world', 'will', 'be', 'a', 'much', 'better', 'place']",donated coz i want to believe that there is still humanity and compassion to each and everyone of u and we should help one another in whatever way we can the world will be a much better place,donat coz i want to believ that there is still human and compass to each and everyon of us and we should help one anoth in whatev way we can the world will be a much better place,0,-0.08889654515300935,-0.11558655442599085,0,-0.20609897742316247,-0.3447502905284239
141,I donated because we should all be kinder and help each other in need.,SGD,5000,70.0,14.0,"['i', 'donated', 'because', 'we', 'should', 'all', 'be', 'kinder', 'and', 'help', 'each', 'other', 'in', 'need']","['i', 'donated', 'because', 'we', 'should', 'all', 'be', 'kinder', 'and', 'help', 'each', 'other', 'in', 'need']","['i', 'donat', 'becaus', 'we', 'should', 'all', 'be', 'kinder', 'and', 'help', 'each', 'other', 'in', 'need']",i donated because we should all be kinder and help each other in need,i donat becaus we should all be kinder and help each other in need,2,-0.1228934751389817,-0.29207151505482093,0,-0.1580420637435777,-0.2739301599601188
142,want to help,SGD,500,12.0,3.0,"['want', 'to', 'help']","['want', 'to', 'help']","['want', 'to', 'help']",want to help,want to help,0,-0.12736165484430303,-0.18359205665871067,0,-0.17855182462182712,-0.24911825846211783
143,Hope little Joceline will recover and be away from all sufferings soon.,MYR,10000,71.0,12.0,"['hope', 'little', 'joceline', 'will', 'recover', 'and', 'be', 'away', 'from', 'all', 'sufferings', 'soon']","['hope', 'little', 'joceline', 'will', 'recover', 'and', 'be', 'away', 'from', 'all', 'suffering', 'soon']","['hope', 'littl', 'jocelin', 'will', 'recov', 'and', 'be', 'away', 'from', 'all', 'suffer', 'soon']",hope little joceline will recover and be away from all suffering soon,hope littl jocelin will recov and be away from all suffer soon,0,-0.07325189288435378,0.05977827417717026,0,-0.10510353195370675,-0.06782364066327468
144,"give asia has also helped my son, its time to give back to someone who needs our help, wishing full recovery to little one...",MYR,20000,125.0,24.0,"['give', 'asia', 'has', 'also', 'helped', 'my', 'son', 'its', 'time', 'to', 'give', 'back', 'to', 'someone', 'who', 'needs', 'our', 'help', 'wishing', 'full', 'recovery', 'to', 'little', 'one']","['give', 'asia', 'ha', 'also', 'helped', 'my', 'son', 'it', 'time', 'to', 'give', 'back', 'to', 'someone', 'who', 'need', 'our', 'help', 'wishing', 'full', 'recovery', 'to', 'little', 'one']","['give', 'asia', 'ha', 'also', 'help', 'my', 'son', 'it', 'time', 'to', 'give', 'back', 'to', 'someon', 'who', 'need', 'our', 'help', 'wish', 'full', 'recoveri', 'to', 'littl', 'one']",give asia ha also helped my son it time to give back to someone who need our help wishing full recovery to little one,give asia ha also help my son it time to give back to someon who need our help wish full recoveri to littl one,0,-0.11256661108542083,0.011601381286912916,0,-0.32070658385729356,0.46075319679329335
147,Every child needs an opportunity!,SGD,10000,33.0,5.0,"['every', 'child', 'needs', 'an', 'opportunity']","['every', 'child', 'need', 'an', 'opportunity']","['everi', 'child', 'need', 'an', 'opportun']",every child need an opportunity,everi child need an opportun,2,-0.07444269977019433,-0.11933965809488306,0,-0.13671990152517138,-0.19075496059469108
148,Help of good cause. Every baby deserves to live.,SGD,2000,48.0,9.0,"['help', 'of', 'good', 'cause', 'every', 'baby', 'deserves', 'to', 'live']","['help', 'of', 'good', 'cause', 'every', 'baby', 'deserves', 'to', 'live']","['help', 'of', 'good', 'caus', 'everi', 'babi', 'deserv', 'to', 'live']",help of good cause every baby deserves to live,help of good caus everi babi deserv to live,0,-0.06286535542269633,-0.0605639701140959,0,-0.1428792257815973,-0.23093934631921945
149,I want to help the family and want Chloe to recover and heal.,SGD,2000,61.0,13.0,"['i', 'want', 'to', 'help', 'the', 'family', 'and', 'want', 'chloe', 'to', 'recover', 'and', 'heal']","['i', 'want', 'to', 'help', 'the', 'family', 'and', 'want', 'chloe', 'to', 'recover', 'and', 'heal']","['i', 'want', 'to', 'help', 'the', 'famili', 'and', 'want', 'chloe', 'to', 'recov', 'and', 'heal']",i want to help the family and want chloe to recover and heal,i want to help the famili and want chloe to recov and heal,0,-0.1465829141948665,-0.08823608739722,0,-0.31944530507965485,0.01281260689532694
151,Babies are the purest and the most innocent beings in the world! They deserve to live .,SGD,3000,87.0,17.0,"['babies', 'are', 'the', 'purest', 'and', 'the', 'most', 'innocent', 'beings', 'in', 'the', 'world', 'they', 'deserve', 'to', 'live']","['baby', 'are', 'the', 'purest', 'and', 'the', 'most', 'innocent', 'being', 'in', 'the', 'world', 'they', 'deserve', 'to', 'live']","['babi', 'are', 'the', 'purest', 'and', 'the', 'most', 'innoc', 'be', 'in', 'the', 'world', 'they', 'deserv', 'to', 'live']",baby are the purest and the most innocent being in the world they deserve to live,babi are the purest and the most innoc be in the world they deserv to live,0,-0.06268620657118852,-0.06054931656605054,0,-0.13021422587329035,-0.2522628564049431
152,"I donate in the name of our Lord Jesus.
Jesus saves and heals. God blesses and provides.",SGD,25000,88.0,16.0,"['i', 'donate', 'in', 'the', 'name', 'of', 'our', 'lord', 'jesus', 'jesus', 'saves', 'and', 'heals', 'god', 'blesses', 'and', 'provides']","['i', 'donate', 'in', 'the', 'name', 'of', 'our', 'lord', 'jesus', 'jesus', 'save', 'and', 'heals', 'god', 'blesses', 'and', 'provides']","['i', 'donat', 'in', 'the', 'name', 'of', 'our', 'lord', 'jesu', 'jesu', 'save', 'and', 'heal', 'god', 'bless', 'and', 'provid']",i donate in the name of our lord jesus jesus save and heals god blesses and provides,i donat in the name of our lord jesu jesu save and heal god bless and provid,0,-0.056473664788467805,-0.01322465266331439,0,-0.18611162075254192,0.1145095106621354
154,To help baby. Noone becomes poorer from giving...,SGD,5000,49.0,8.0,"['to', 'help', 'baby', 'noone', 'becomes', 'poorer', 'from', 'giving']","['to', 'help', 'baby', 'noone', 'becomes', 'poorer', 'from', 'giving']","['to', 'help', 'babi', 'noon', 'becom', 'poorer', 'from', 'give']",to help baby noone becomes poorer from giving,to help babi noon becom poorer from give,0,-0.053279434106276176,-0.04204034550376355,0,-0.11452140579883663,-0.1914854707957005
155,It’s the right thing to do within my capacity.,SGD,3000,46.0,9.0,"['it', 's', 'the', 'right', 'thing', 'to', 'do', 'within', 'my', 'capacity']","['it', 's', 'the', 'right', 'thing', 'to', 'do', 'within', 'my', 'capacity']","['it', 's', 'the', 'right', 'thing', 'to', 'do', 'within', 'my', 'capac']",it s the right thing to do within my capacity,it s the right thing to do within my capac,0,-0.0408145768678103,-0.02893707595407701,0,-0.11361631797358379,-0.2086317520464646
156,From a friend to Baby Niyaz so that he will be well soon and I can play with him when I come to his house.,SGD,500,106.0,25.0,"['from', 'a', 'friend', 'to', 'baby', 'niyaz', 'so', 'that', 'he', 'will', 'be', 'well', 'soon', 'and', 'i', 'can', 'play', 'with', 'him', 'when', 'i', 'come', 'to', 'his', 'house']","['from', 'a', 'friend', 'to', 'baby', 'niyaz', 'so', 'that', 'he', 'will', 'be', 'well', 'soon', 'and', 'i', 'can', 'play', 'with', 'him', 'when', 'i', 'come', 'to', 'his', 'house']","['from', 'a', 'friend', 'to', 'babi', 'niyaz', 'so', 'that', 'he', 'will', 'be', 'well', 'soon', 'and', 'i', 'can', 'play', 'with', 'him', 'when', 'i', 'come', 'to', 'hi', 'hous']",from a friend to baby niyaz so that he will be well soon and i can play with him when i come to his house,from a friend to babi niyaz so that he will be well soon and i can play with him when i come to hi hous,0,0.16150684474584967,-0.02132475115766942,0,0.4184368943667994,-0.12540857891188975
157,I donate because each one deserves a better life.,SGD,50000,49.0,9.0,"['i', 'donate', 'because', 'each', 'one', 'deserves', 'a', 'better', 'life']","['i', 'donate', 'because', 'each', 'one', 'deserves', 'a', 'better', 'life']","['i', 'donat', 'becaus', 'each', 'one', 'deserv', 'a', 'better', 'life']",i donate because each one deserves a better life,i donat becaus each one deserv a better life,0,-0.05889717805704972,-0.08493159978041466,0,-0.11685885889377151,-0.28433764352830626
158,I hope the baby will recover from his illness.,SGD,20000,46.0,9.0,"['i', 'hope', 'the', 'baby', 'will', 'recover', 'from', 'his', 'illness']","['i', 'hope', 'the', 'baby', 'will', 'recover', 'from', 'his', 'illness']","['i', 'hope', 'the', 'babi', 'will', 'recov', 'from', 'hi', 'ill']",i hope the baby will recover from his illness,i hope the babi will recov from hi ill,0,-0.06387059127144247,0.08439346228779933,0,-0.09458327605754029,-0.10992215233129972
159,simpity with the kid.. I also have grandchildren l may help little today but am not sure who will help us when qe ned tne most..,SGD,1000,128.0,26.0,"['simpity', 'with', 'the', 'kid', 'i', 'also', 'have', 'grandchildren', 'l', 'may', 'help', 'little', 'today', 'but', 'am', 'not', 'sure', 'who', 'will', 'help', 'us', 'when', 'qe', 'ned', 'tne', 'most']","['simpity', 'with', 'the', 'kid', 'i', 'also', 'have', 'grandchild', 'l', 'may', 'help', 'little', 'today', 'but', 'am', 'not', 'sure', 'who', 'will', 'help', 'u', 'when', 'qe', 'ned', 'tne', 'most']","['simpiti', 'with', 'the', 'kid', 'i', 'also', 'have', 'grandchildren', 'l', 'may', 'help', 'littl', 'today', 'but', 'am', 'not', 'sure', 'who', 'will', 'help', 'us', 'when', 'qe', 'ned', 'tne', 'most']",simpity with the kid i also have grandchild l may help little today but am not sure who will help u when qe ned tne most,simpiti with the kid i also have grandchildren l may help littl today but am not sure who will help us when qe ned tne most,0,-0.06359373514744689,-0.009811376634089002,0,-0.13392514357206137,0.09658103081832448
161,A small contribution to thank everyone for doing good for the autism community. To families with autism family members: never give up!,SGD,5000,134.0,22.0,"['a', 'small', 'contribution', 'to', 'thank', 'everyone', 'for', 'doing', 'good', 'for', 'the', 'autism', 'community', 'to', 'families', 'with', 'autism', 'family', 'members', 'never', 'give', 'up']","['a', 'small', 'contribution', 'to', 'thank', 'everyone', 'for', 'doing', 'good', 'for', 'the', 'autism', 'community', 'to', 'family', 'with', 'autism', 'family', 'member', 'never', 'give', 'up']","['a', 'small', 'contribut', 'to', 'thank', 'everyon', 'for', 'do', 'good', 'for', 'the', 'autism', 'commun', 'to', 'famili', 'with', 'autism', 'famili', 'member', 'never', 'give', 'up']",a small contribution to thank everyone for doing good for the autism community to family with autism family member never give up,a small contribut to thank everyon for do good for the autism commun to famili with autism famili member never give up,0,-0.10244797803912847,-0.05989536447938358,0,-0.405315152951785,0.2755254476808909
163,May Allah ease your affairs and grant full syifa' to Niyaz. He will not give you more than what you can handle! Stay strong :),SGD,18000,126.0,25.0,"['may', 'allah', 'ease', 'your', 'affairs', 'and', 'grant', 'full', 'syifa', 'to', 'niyaz', 'he', 'will', 'not', 'give', 'you', 'more', 'than', 'what', 'you', 'can', 'handle', 'stay', 'strong']","['may', 'allah', 'ease', 'your', 'affair', 'and', 'grant', 'full', 'syifa', 'to', 'niyaz', 'he', 'will', 'not', 'give', 'you', 'more', 'than', 'what', 'you', 'can', 'handle', 'stay', 'strong']","['may', 'allah', 'eas', 'your', 'affair', 'and', 'grant', 'full', 'syifa', 'to', 'niyaz', 'he', 'will', 'not', 'give', 'you', 'more', 'than', 'what', 'you', 'can', 'handl', 'stay', 'strong']",may allah ease your affair and grant full syifa to niyaz he will not give you more than what you can handle stay strong,may allah eas your affair and grant full syifa to niyaz he will not give you more than what you can handl stay strong,0,-0.03550386633757614,-0.031027667147193246,0,0.14613402379919938,0.17852209302247835
164,I donated because every cent counts,SGD,25000,35.0,6.0,"['i', 'donated', 'because', 'every', 'cent', 'counts']","['i', 'donated', 'because', 'every', 'cent', 'count']","['i', 'donat', 'becaus', 'everi', 'cent', 'count']",i donated because every cent count,i donat becaus everi cent count,0,-0.04551189180508614,-0.03447095897604715,0,-0.10948400271728392,-0.21367145480090274
165,I hope baby gets a suitable donor!,SGD,25000,34.0,7.0,"['i', 'hope', 'baby', 'gets', 'a', 'suitable', 'donor']","['i', 'hope', 'baby', 'get', 'a', 'suitable', 'donor']","['i', 'hope', 'babi', 'get', 'a', 'suitabl', 'donor']",i hope baby get a suitable donor,i hope babi get a suitabl donor,0,0.31031600599222714,-0.02205553919630498,0,0.5261854272889545,-0.0922558942235193
166,"I donated because the kids deserve the opportunity at life, to learn to be independent and be able to feel that they can contribute to society as well.",SGD,10000,151.0,28.0,"['i', 'donated', 'because', 'the', 'kids', 'deserve', 'the', 'opportunity', 'at', 'life', 'to', 'learn', 'to', 'be', 'independent', 'and', 'be', 'able', 'to', 'feel', 'that', 'they', 'can', 'contribute', 'to', 'society', 'as', 'well']","['i', 'donated', 'because', 'the', 'kid', 'deserve', 'the', 'opportunity', 'at', 'life', 'to', 'learn', 'to', 'be', 'independent', 'and', 'be', 'able', 'to', 'feel', 'that', 'they', 'can', 'contribute', 'to', 'society', 'a', 'well']","['i', 'donat', 'becaus', 'the', 'kid', 'deserv', 'the', 'opportun', 'at', 'life', 'to', 'learn', 'to', 'be', 'independ', 'and', 'be', 'abl', 'to', 'feel', 'that', 'they', 'can', 'contribut', 'to', 'societi', 'as', 'well']",i donated because the kid deserve the opportunity at life to learn to be independent and be able to feel that they can contribute to society a well,i donat becaus the kid deserv the opportun at life to learn to be independ and be abl to feel that they can contribut to societi as well,0,0.07184802315438076,-0.055417484134503106,0,0.3545478205412121,-0.20808916533707636
167,if you can help just help la...:),SGD,6000,33.0,7.0,"['if', 'you', 'can', 'help', 'just', 'help', 'la']","['if', 'you', 'can', 'help', 'just', 'help', 'la']","['if', 'you', 'can', 'help', 'just', 'help', 'la']",if you can help just help la,if you can help just help la,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
169,To help,SGD,28000,7.0,2.0,"['to', 'help']","['to', 'help']","['to', 'help']",to help,to help,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
170,It’s nice to.,SGD,2000,13.0,3.0,"['it', 's', 'nice', 'to']","['it', 's', 'nice', 'to']","['it', 's', 'nice', 'to']",it s nice to,it s nice to,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
171,There are more unfortunate people than us.,SGD,20000,42.0,7.0,"['there', 'are', 'more', 'unfortunate', 'people', 'than', 'us']","['there', 'are', 'more', 'unfortunate', 'people', 'than', 'u']","['there', 'are', 'more', 'unfortun', 'peopl', 'than', 'us']",there are more unfortunate people than u,there are more unfortun peopl than us,2,-0.08044977796537396,-0.12443274877546472,0,-0.14863498928593918,-0.24821388977871792
172,I have friends who have a 5 year old son fighting for his life with meludoblastoma. (Brain Cancer) They are blessed to have full comprehensive health insurance for their son. Money must not be an issue. Go little hero.. You can make it.,SGD,10000,236.0,43.0,"['i', 'have', 'friends', 'who', 'have', 'a', 'year', 'old', 'son', 'fighting', 'for', 'his', 'life', 'with', 'meludoblastoma', 'brain', 'cancer', 'they', 'are', 'blessed', 'to', 'have', 'full', 'comprehensive', 'health', 'insurance', 'for', 'their', 'son', 'money', 'must', 'not', 'be', 'an', 'issue', 'go', 'little', 'hero', 'you', 'can', 'make', 'it']","['i', 'have', 'friend', 'who', 'have', 'a', 'year', 'old', 'son', 'fighting', 'for', 'his', 'life', 'with', 'meludoblastoma', 'brain', 'cancer', 'they', 'are', 'blessed', 'to', 'have', 'full', 'comprehensive', 'health', 'insurance', 'for', 'their', 'son', 'money', 'must', 'not', 'be', 'an', 'issue', 'go', 'little', 'hero', 'you', 'can', 'make', 'it']","['i', 'have', 'friend', 'who', 'have', 'a', 'year', 'old', 'son', 'fight', 'for', 'hi', 'life', 'with', 'meludoblastoma', 'brain', 'cancer', 'they', 'are', 'bless', 'to', 'have', 'full', 'comprehens', 'health', 'insur', 'for', 'their', 'son', 'money', 'must', 'not', 'be', 'an', 'issu', 'go', 'littl', 'hero', 'you', 'can', 'make', 'it']",i have friend who have a year old son fighting for his life with meludoblastoma brain cancer they are blessed to have full comprehensive health insurance for their son money must not be an issue go little hero you can make it,i have friend who have a year old son fight for hi life with meludoblastoma brain cancer they are bless to have full comprehens health insur for their son money must not be an issu go littl hero you can make it,0,-0.0741443668149714,-0.05668154394204185,0,-0.18962816211443473,-0.16164336924957753
173,It is just a small contribution.,SGD,5000,32.0,6.0,"['it', 'is', 'just', 'a', 'small', 'contribution']","['it', 'is', 'just', 'a', 'small', 'contribution']","['it', 'is', 'just', 'a', 'small', 'contribut']",it is just a small contribution,it is just a small contribut,0,-0.0606074191344262,-0.027201626361747673,0,-0.15004058679491278,-0.1906764257326135
174,Kindness matters,SGD,10000,16.0,2.0,"['kindness', 'matters']","['kindness', 'matter']","['kind', 'matter']",kindness matter,kind matter,0,-0.050783003653208834,-0.03709138045099321,0,-0.1300491604068518,-0.24228846215067737
177,"Our hearts are with you, we pray and hope Joceline will have a successful transplant.",MYR,320000,85.0,15.0,"['our', 'hearts', 'are', 'with', 'you', 'we', 'pray', 'and', 'hope', 'joceline', 'will', 'have', 'a', 'successful', 'transplant']","['our', 'heart', 'are', 'with', 'you', 'we', 'pray', 'and', 'hope', 'joceline', 'will', 'have', 'a', 'successful', 'transplant']","['our', 'heart', 'are', 'with', 'you', 'we', 'pray', 'and', 'hope', 'jocelin', 'will', 'have', 'a', 'success', 'transplant']",our heart are with you we pray and hope joceline will have a successful transplant,our heart are with you we pray and hope jocelin will have a success transplant,0,-0.042831567737421763,0.011431498579765335,0,-0.11424503349153585,-0.07610802005462285
179,He is a great father. Hope he recover soon🙏,SGD,5000,43.0,9.0,"['he', 'is', 'a', 'great', 'father', 'hope', 'he', 'recover', 'soon']","['he', 'is', 'a', 'great', 'father', 'hope', 'he', 'recover', 'soon']","['he', 'is', 'a', 'great', 'father', 'hope', 'he', 'recov', 'soon']",he is a great father hope he recover soon,he is a great father hope he recov soon,0,-0.07241550981006976,0.13753440679854534,0,-0.10743990099987072,-0.15481236221400424
180,Every breath matters 🙏,SGD,10000,22.0,4.0,"['every', 'breath', 'matters']","['every', 'breath', 'matter']","['everi', 'breath', 'matter']",every breath matter,everi breath matter,0,-0.05039528196524254,-0.04096239818030802,0,-0.11838327735050629,-0.22672829697423863
181,In support of Audi's efforts in allowing the less fortunate to live better.,SGD,10000,75.0,13.0,"['in', 'support', 'of', 'audi', 's', 'efforts', 'in', 'allowing', 'the', 'less', 'fortunate', 'to', 'live', 'better']","['in', 'support', 'of', 'audi', 's', 'effort', 'in', 'allowing', 'the', 'le', 'fortunate', 'to', 'live', 'better']","['in', 'support', 'of', 'audi', 's', 'effort', 'in', 'allow', 'the', 'less', 'fortun', 'to', 'live', 'better']",in support of audi s effort in allowing the le fortunate to live better,in support of audi s effort in allow the less fortun to live better,0,-0.06669656731303539,-0.07896990572420261,0,-0.15903920667283988,-0.29369981889465285
182,Cumulative Small support can support big cause,SGD,5000,46.0,7.0,"['cumulative', 'small', 'support', 'can', 'support', 'big', 'cause']","['cumulative', 'small', 'support', 'can', 'support', 'big', 'cause']","['cumul', 'small', 'support', 'can', 'support', 'big', 'caus']",cumulative small support can support big cause,cumul small support can support big caus,0,-0.08521599824865074,-0.06598089519570881,0,-0.2376659981997411,-0.23131526545518372
183,More blessed to give than receive,SGD,2000,33.0,6.0,"['more', 'blessed', 'to', 'give', 'than', 'receive']","['more', 'blessed', 'to', 'give', 'than', 'receive']","['more', 'bless', 'to', 'give', 'than', 'receiv']",more blessed to give than receive,more bless to give than receiv,0,-0.066642826920762,-0.05902537269747811,0,-0.1558860509356848,-0.18146904181906998
184,In support of Audi's efforts in helping out the needy in the community.,SGD,10000,71.0,13.0,"['in', 'support', 'of', 'audi', 's', 'efforts', 'in', 'helping', 'out', 'the', 'needy', 'in', 'the', 'community']","['in', 'support', 'of', 'audi', 's', 'effort', 'in', 'helping', 'out', 'the', 'needy', 'in', 'the', 'community']","['in', 'support', 'of', 'audi', 's', 'effort', 'in', 'help', 'out', 'the', 'needi', 'in', 'the', 'commun']",in support of audi s effort in helping out the needy in the community,in support of audi s effort in help out the needi in the commun,0,-0.0767764289897455,-0.07868324492867267,0,-0.1990100191256437,-0.29606621785564685
185,In support of Audi's efforts to give others a better life.,SGD,10000,58.0,11.0,"['in', 'support', 'of', 'audi', 's', 'efforts', 'to', 'give', 'others', 'a', 'better', 'life']","['in', 'support', 'of', 'audi', 's', 'effort', 'to', 'give', 'others', 'a', 'better', 'life']","['in', 'support', 'of', 'audi', 's', 'effort', 'to', 'give', 'other', 'a', 'better', 'life']",in support of audi s effort to give others a better life,in support of audi s effort to give other a better life,0,-0.09798254191681659,-0.13249892274705247,0,-0.23714680139526276,-0.30812284633274506
